hunt_code,hunt_name,species,residency,tag,tag_category,reason,data_confidence
BI6500,Antelope Island,Bison,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6500,Antelope Island,Bison,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6500,Antelope Island,Bison,Resident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6500,Antelope Island,Bison,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6500,Antelope Island,Bison,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6500,Antelope Island,Bison,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
BI6503,Henry Mtns,Bison,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
BI6503,Henry Mtns,Bison,Nonresident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
BI6503,Henry Mtns,Bison,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 93.3% is strong.,MEDIUM
BI6503,Henry Mtns,Bison,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6503,Henry Mtns,Bison,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6503,Henry Mtns,Bison,Nonresident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6503,Henry Mtns,Bison,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6503,Henry Mtns,Bison,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6503,Henry Mtns,Bison,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
BI6503,Henry Mtns,Bison,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
BI6503,Henry Mtns,Bison,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
BI6503,Henry Mtns,Bison,Resident,POINT_CREEP_WARNING,APPLICATION_ODDS,Guaranteed line moved by 1 point(s).,MEDIUM
BI6503,Henry Mtns,Bison,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
BI6503,Henry Mtns,Bison,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 93.3% is strong.,MEDIUM
BI6503,Henry Mtns,Bison,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6503,Henry Mtns,Bison,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6503,Henry Mtns,Bison,Resident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6503,Henry Mtns,Bison,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6503,Henry Mtns,Bison,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6503,Henry Mtns,Bison,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
BI6503,Henry Mtns,Bison,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
BI6504,Henry Mtns,Bison,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
BI6504,Henry Mtns,Bison,Nonresident,POINT_CREEP_WARNING,APPLICATION_ODDS,Guaranteed line moved by 1 point(s).,MEDIUM
BI6504,Henry Mtns,Bison,Nonresident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
BI6504,Henry Mtns,Bison,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 100% is strong.,MEDIUM
BI6504,Henry Mtns,Bison,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6504,Henry Mtns,Bison,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6504,Henry Mtns,Bison,Nonresident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6504,Henry Mtns,Bison,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6504,Henry Mtns,Bison,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6504,Henry Mtns,Bison,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
BI6504,Henry Mtns,Bison,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
BI6504,Henry Mtns,Bison,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.1%.,MEDIUM
BI6504,Henry Mtns,Bison,Resident,POINT_CREEP_WARNING,APPLICATION_ODDS,Guaranteed line moved by 1 point(s).,MEDIUM
BI6504,Henry Mtns,Bison,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
BI6504,Henry Mtns,Bison,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 100% is strong.,MEDIUM
BI6504,Henry Mtns,Bison,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6504,Henry Mtns,Bison,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6504,Henry Mtns,Bison,Resident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6504,Henry Mtns,Bison,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6504,Henry Mtns,Bison,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6504,Henry Mtns,Bison,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
BI6504,Henry Mtns,Bison,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
BI6505,Henry Mtns,Bison,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.1%.,MEDIUM
BI6505,Henry Mtns,Bison,Nonresident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
BI6505,Henry Mtns,Bison,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 78.6% is strong.,MEDIUM
BI6505,Henry Mtns,Bison,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6505,Henry Mtns,Bison,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6505,Henry Mtns,Bison,Nonresident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6505,Henry Mtns,Bison,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6505,Henry Mtns,Bison,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6505,Henry Mtns,Bison,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
BI6505,Henry Mtns,Bison,Nonresident,PERMIT_REDUCTION_RISK,NEW_TREND,Permit count decreased -60.7%.,MEDIUM
BI6505,Henry Mtns,Bison,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
BI6505,Henry Mtns,Bison,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.5%.,MEDIUM
BI6505,Henry Mtns,Bison,Resident,POINT_CREEP_WARNING,APPLICATION_ODDS,Guaranteed line moved by 1 point(s).,MEDIUM
BI6505,Henry Mtns,Bison,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
BI6505,Henry Mtns,Bison,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 78.6% is strong.,MEDIUM
BI6505,Henry Mtns,Bison,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6505,Henry Mtns,Bison,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6505,Henry Mtns,Bison,Resident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6505,Henry Mtns,Bison,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6505,Henry Mtns,Bison,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6505,Henry Mtns,Bison,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
BI6505,Henry Mtns,Bison,Resident,PERMIT_REDUCTION_RISK,NEW_TREND,Permit count decreased -60.7%.,MEDIUM
BI6505,Henry Mtns,Bison,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
BI6506,Henry Mtns,Bison,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
BI6506,Henry Mtns,Bison,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 93.1% is strong.,MEDIUM
BI6506,Henry Mtns,Bison,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6506,Henry Mtns,Bison,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6506,Henry Mtns,Bison,Nonresident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6506,Henry Mtns,Bison,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6506,Henry Mtns,Bison,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6506,Henry Mtns,Bison,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
BI6506,Henry Mtns,Bison,Nonresident,PERMIT_REDUCTION_RISK,NEW_TREND,Permit count decreased -63.3%.,MEDIUM
BI6506,Henry Mtns,Bison,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
BI6506,Henry Mtns,Bison,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.4%.,MEDIUM
BI6506,Henry Mtns,Bison,Resident,POINT_CREEP_WARNING,APPLICATION_ODDS,Guaranteed line moved by 1 point(s).,MEDIUM
BI6506,Henry Mtns,Bison,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
BI6506,Henry Mtns,Bison,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 93.1% is strong.,MEDIUM
BI6506,Henry Mtns,Bison,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6506,Henry Mtns,Bison,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6506,Henry Mtns,Bison,Resident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6506,Henry Mtns,Bison,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6506,Henry Mtns,Bison,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6506,Henry Mtns,Bison,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
BI6506,Henry Mtns,Bison,Resident,PERMIT_REDUCTION_RISK,NEW_TREND,Permit count decreased -63.3%.,MEDIUM
BI6506,Henry Mtns,Bison,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
BI6509,Henry Mtns,Bison,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
BI6509,Henry Mtns,Bison,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 66.7% is strong.,MEDIUM
BI6509,Henry Mtns,Bison,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6509,Henry Mtns,Bison,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6509,Henry Mtns,Bison,Nonresident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6509,Henry Mtns,Bison,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6509,Henry Mtns,Bison,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6509,Henry Mtns,Bison,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
BI6509,Henry Mtns,Bison,Nonresident,PERMIT_INCREASE_WATCH,NEW_TREND,Permit count increased 25%.,MEDIUM
BI6509,Henry Mtns,Bison,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.2%.,MEDIUM
BI6509,Henry Mtns,Bison,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
BI6509,Henry Mtns,Bison,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 66.7% is strong.,MEDIUM
BI6509,Henry Mtns,Bison,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6509,Henry Mtns,Bison,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6509,Henry Mtns,Bison,Resident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6509,Henry Mtns,Bison,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6509,Henry Mtns,Bison,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6509,Henry Mtns,Bison,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
BI6509,Henry Mtns,Bison,Resident,PERMIT_INCREASE_WATCH,NEW_TREND,Permit count increased 25%.,MEDIUM
BI6516,Henry Mtns,Bison,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
BI6516,Henry Mtns,Bison,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 100% is strong.,MEDIUM
BI6516,Henry Mtns,Bison,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6516,Henry Mtns,Bison,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6516,Henry Mtns,Bison,Nonresident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6516,Henry Mtns,Bison,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6516,Henry Mtns,Bison,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6516,Henry Mtns,Bison,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
BI6516,Henry Mtns,Bison,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
BI6516,Henry Mtns,Bison,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.1%.,MEDIUM
BI6516,Henry Mtns,Bison,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
BI6516,Henry Mtns,Bison,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 100% is strong.,MEDIUM
BI6516,Henry Mtns,Bison,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6516,Henry Mtns,Bison,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6516,Henry Mtns,Bison,Resident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6516,Henry Mtns,Bison,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6516,Henry Mtns,Bison,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6516,Henry Mtns,Bison,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
BI6516,Henry Mtns,Bison,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
BI6527,Nine Mile,Bison,Nonresident,STATUS_OR_AVAILABILITY_ONLY,APPLICATION_ODDS,Hunt is status/availability or special-permit oriented rather than a normal point-probability row.,MEDIUM
BI6527,Nine Mile,Bison,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
BI6527,Nine Mile,Bison,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6527,Nine Mile,Bison,Resident,STATUS_OR_AVAILABILITY_ONLY,APPLICATION_ODDS,Hunt is status/availability or special-permit oriented rather than a normal point-probability row.,MEDIUM
BI6527,Nine Mile,Bison,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
BI6527,Nine Mile,Bison,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 100% is strong.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Nonresident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Nonresident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0.6%.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 100% is strong.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Resident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Resident,DELETED_OR_RENAMED_HISTORY,NEW_TREND,Year-to-year audit found code/name discontinuity.,MEDIUM
BI6528,"Book Cliffs, Little Creek/South",Bison,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
BI6529,"Book Cliffs, Little Creek/South",Bison,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
BI6529,"Book Cliffs, Little Creek/South",Bison,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 80% is strong.,MEDIUM
BI6529,"Book Cliffs, Little Creek/South",Bison,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
