hunt_code,species,hunt_name,unit,weapon,permits_2026,classification,modeled,has_prediction,has_point_ladder,has_crosswalk,has_harvest_evidence,has_coverage_record,display_odds_or_probability,model_version,final_state,gate_status,manual_review_required,source_current_database,source_prediction,source_crosswalk,source_coverage
DB1011,Deer,Book Cliffs,,Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.001232,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1025,Deer,Book Cliffs,,Muzzleloader,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.002377,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1044,Deer,Book Cliffs,,Multiseason,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.001091,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1056,Deer,Book Cliffs (North & South),,Any Legal Weapon,,"OTC, remaining-permit, conservation, expo, and sportsman target-scope categories are excluded from predictive draw-odds modeling.",true,true,true,false,true,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1075,Deer,Book Cliffs (North & South),,Archery,,"OTC, remaining-permit, conservation, expo, and sportsman target-scope categories are excluded from predictive draw-odds modeling.",true,true,true,false,true,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1076,Deer,Book Cliffs (North & South),,Muzzleloader,,"OTC, remaining-permit, conservation, expo, and sportsman target-scope categories are excluded from predictive draw-odds modeling.",true,true,true,false,true,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DA1030,Deer,"Nine Mile, Price River Valley",,Archery,,"Antlerless deer uses a preference-point model and only promotes rows with valid public standard-pool history, quota, and modeled preference probabilities.",true,true,true,false,true,true,0.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DA1046,Deer,"Nine Mile, Price River Valley",,"Archery, Muzzleloader, Shotgun",,"Antlerless deer uses a preference-point model and only promotes rows with valid public standard-pool history, quota, and modeled preference probabilities.",true,true,true,false,true,true,0.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
BR7102,Black Bear,Book Cliffs Little Creek Roadless,,Any Legal Weapon,,"Public limited-entry and restricted-pursuit bear rows use the Utah bonus model only when the source history proves real draw status, valid quota, and modeled bonus probabilities.",true,true,true,false,true,true,1.2,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
BR7224,Black Bear,Book Cliffs Little Creek Roadless,,Any Legal Weapon,,"Public limited-entry and restricted-pursuit bear rows use the Utah bonus model only when the source history proves real draw status, valid quota, and modeled bonus probabilities.",true,true,true,false,true,true,29.4,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
BR7225,Black Bear,Book Cliffs Little Creek Roadless,,Any Legal Weapon,,"Public limited-entry and restricted-pursuit bear rows use the Utah bonus model only when the source history proves real draw status, valid quota, and modeled bonus probabilities.",true,true,true,false,true,true,3.5,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
BR7301,Black Bear,Book Cliffs Little Creek Roadless,,Multiseason,,"Public limited-entry and restricted-pursuit bear rows use the Utah bonus model only when the source history proves real draw status, valid quota, and modeled bonus probabilities.",true,true,true,false,true,true,1.9,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3002,Elk,"Book Cliffs, Little Creek Roadless",,Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.006339,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3028,Elk,"Book Cliffs, Little Creek Roadless",,Early Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000631,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3079,Elk,"Book Cliffs, Little Creek Roadless",,Muzzleloader,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.001957,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3104,Elk,"Book Cliffs, Little Creek Roadless",,Multiseason,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.001618,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3167,Elk,"Book Cliffs, Little Creek Roadless",,Mid Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000997,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3002,Elk,Book Cliffs Little Creek Roadless,,Archery,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3028,Elk,Book Cliffs Little Creek Roadless,,Any Legal Weapon,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3079,Elk,Book Cliffs Little Creek Roadless,,Muzzleloader,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3167,Elk,Book Cliffs Little Creek Roadless,,Any Legal Weapon,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1018,Deer,"Book Cliffs, South",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000804,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PB5002,Pronghorn,"Book Cliffs, South",,Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.002762,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PB5027,Pronghorn,"Book Cliffs, South",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000351,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
RS1001,Rocky Mountain Bighorn Sheep,"Book Cliffs, South",,Any Legal Weapon,,"OTC, remaining-permit, conservation, expo, and sportsman target-scope categories are excluded from predictive draw-odds modeling.",true,true,true,false,true,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
RS6701,Rocky Mountain Bighorn Sheep,"Book Cliffs, South",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000016,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EA1266,Elk,"Box Elder, Hansel Mtn",,Any Legal Weapon,,"Antlerless elk uses a preference-point model and only promotes rows with valid public standard-pool history, quota, and modeled preference probabilities.",true,true,true,false,true,true,56.2,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EA2026,Elk,"Box Elder, Hansel Mtn",,Any Legal Weapon,,"Private-lands-only antlerless elk uses an allocation/availability strategy, not preference or bonus draw odds.",true,true,true,false,true,true,,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
RE1000,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",,Any Legal Weapon,,"Ewe bighorn uses the Utah bonus model and only promotes rows with valid source history, forecast quota, and modeled bonus probabilities.",true,true,true,false,true,true,0.0,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
RS1003,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",,Any Legal Weapon,,"OTC, remaining-permit, conservation, expo, and sportsman target-scope categories are excluded from predictive draw-odds modeling.",true,true,true,false,true,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
RS6703,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000344,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
RS6704,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000025,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
RS6722,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",,Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000537,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DA1031,Deer,"Oquirrh-Stansbury, Settlement Cyn",,Archery,,"Antlerless deer uses a preference-point model and only promotes rows with valid public standard-pool history, quota, and modeled preference probabilities.",true,true,true,false,true,true,0.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DA1033,Deer,"San Juan, Monticello",,Archery,,"Antlerless deer uses a preference-point model and only promotes rows with valid public standard-pool history, quota, and modeled preference probabilities.",true,true,true,false,true,true,0.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DA1042,Deer,"San Juan, Monticello",,Archery,,"Antlerless deer uses a preference-point model and only promotes rows with valid public standard-pool history, quota, and modeled preference probabilities.",true,true,true,false,true,true,0.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PB5003,Pronghorn,"Box Elder, Promontory",,Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,1.000000,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PB5028,Pronghorn,"Box Elder, Promontory",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.003817,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PD1012,Pronghorn,"Box Elder, Promontory",,Any Legal Weapon,,"Doe pronghorn uses a preference-point model and only promotes rows with valid public standard-pool history, quota, and modeled preference probabilities.",true,true,true,false,true,true,30.6,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PB5004,Pronghorn,"Box Elder, Puddle Valley",,Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.040000,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PB5029,Pronghorn,"Box Elder, Puddle Valley",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.001835,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PB5005,Pronghorn,"Box Elder, Snowville",,Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.047619,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PB5030,Pronghorn,"Box Elder, Snowville",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.001067,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PB5080,Pronghorn,"Box Elder, Snowville",,Muzzleloader,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000000,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PD1000,Pronghorn,"Box Elder, Snowville",,Any Legal Weapon,,"Doe pronghorn uses a preference-point model and only promotes rows with valid public standard-pool history, quota, and modeled preference probabilities.",true,true,true,false,true,true,0.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DA1001,Deer,"Box Elder, West Bear River",,"Archery, Muzzleloader, Shotgun",,"Antlerless deer uses a preference-point model and only promotes rows with valid public standard-pool history, quota, and modeled preference probabilities.",true,true,true,false,true,true,0.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DA1002,Deer,"Box Elder, West Bear River",,"Archery, Muzzleloader, Shotgun",,"Antlerless deer uses a preference-point model and only promotes rows with valid public standard-pool history, quota, and modeled preference probabilities.",true,true,true,false,true,true,0.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1078,Deer,Cache,,Muzzleloader,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.007937,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1502,Deer,Cache,,Archery,,"General-season buck deer uses a preference-point model and only promotes rows with valid source history, quota, and modeled preference probabilities.",true,true,true,false,true,true,100.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1627,Deer,Cache,,Restricted Rifle,,"General-season buck deer uses a preference-point model and only promotes rows with valid source history, quota, and modeled preference probabilities.",true,true,true,false,true,true,100.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1628,Deer,Cache,,Restricted Muzzleloader,,"General-season buck deer uses a preference-point model and only promotes rows with valid source history, quota, and modeled preference probabilities.",true,true,true,false,true,true,100.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1771,Deer,Cache,,Dedicated Hunter,,"Dedicated Hunter deer uses a preference-point model and only promotes rows with valid source history, quota, and modeled preference probabilities.",true,true,true,false,true,true,,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EA1267,Elk,Cache,,Any Legal Weapon,,"Antlerless elk uses a preference-point model and only promotes rows with valid public standard-pool history, quota, and modeled preference probabilities.",true,true,true,false,true,true,0.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EA2027,Elk,Cache,,Any Legal Weapon,,"Private-lands-only antlerless elk uses an allocation/availability strategy, not preference or bonus draw odds.",true,true,true,false,true,true,,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
LO1502,Deer,Cache,,Archery,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,true,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
LO1627,Deer,Cache,,Restricted Rifle,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,true,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
LO1628,Deer,Cache,,Restricted Muzzleloader,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
